id,title,cited_by_count,field,domain
https://openalex.org/W2793853536,A systematic review of health promotion interventions to increase breast cancer screening uptake: from the last 12 years,59,Medicine,Health Sciences
https://openalex.org/W2115731167,The role of local mass media in promoting the consumption of iodized table salt,28,Medicine,Health Sciences
https://openalex.org/W2112386705,Cultural tailoring for the promotion of Hepatitis B screening in Turkish Dutch: a protocol for a randomized controlled trial,14,Medicine,Health Sciences
https://openalex.org/W1999075891,"The effect of web-assisted education and reminders on health belief, level of knowledge and early diagnosis behaviors regarding prostate cancer screening",50,Psychology,Social Sciences
https://openalex.org/W2095057610,The Self-reported Health of Immigrant Groups in Switzerland,42,Psychology,Social Sciences
https://openalex.org/W2295159288,Safe start at home: what parents of newborns need after early discharge from hospital – a focus group study,68,Medicine,Health Sciences
https://openalex.org/W2767545899,"The role of public health information in assistance to populations living in opposition and contested areas of Syria, 2012–2014",38,Psychology,Social Sciences
https://openalex.org/W1987996317,Hepatitis D: the comeback?,29,Medicine,Health Sciences
https://openalex.org/W4367298554,A Digital Opportunity for Patients to Manage Their Health: Turkey National Personal Health Record System (The e-Nabız),45,Health Professions,Health Sciences
https://openalex.org/W4280590949,"Public health and social measures to mitigate the health and economic impact of the COVID-19 pandemic in Turkey, Egypt, Ukraine, Kazakhstan, and Poland during 2020–2021: situational analysis",27,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2008375136,Ethnic differences and parental beliefs are important for overweight prevention and management in children: a cross-sectional study in the Netherlands,22,Medicine,Health Sciences
https://openalex.org/W2101676684,Type 2 diabetes in Belgians of Turkish and Moroccan origin,16,Medicine,Health Sciences
https://openalex.org/W4220927473,Vaccine Hesitancy and Anti-Vaccination Attitudes during the Start of COVID-19 Vaccination Program: A Content Analysis on Twitter Data,69,Social Sciences,Social Sciences
https://openalex.org/W3127727250,The Mediating Effects of Fear of COVID-19 and Depression on the Association Between Intolerance of Uncertainty and Emotional Eating During the COVID-19 Pandemic in Turkey,71,Psychology,Social Sciences
https://openalex.org/W2021013246,Promotion of children's early psychosocial development through primary health care services,27,Medicine,Health Sciences
https://openalex.org/W1575139827,"ASSESSING IMPACTS OF DECLINES IN THE WORLD PRICE OF TOBACCO ON CHINA, MALAWI, TURKEY AND ZIMBABWE",19,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2136428246,Public Health and Vector-Borne Diseases - A New Concept for Risk Governance,39,Medicine,Health Sciences
https://openalex.org/W2488280687,“Quitting like a Turk:” How political priority developed for tobacco control in Turkey,15,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2147429047,Development of a culturally tailored Internet intervention promoting hepatitis B screening in the Turkish community in the Netherlands,14,Medicine,Health Sciences
https://openalex.org/W1946980710,Health-promoting lifestyle behaviours in pregnant women in Turkey,48,Health Professions,Health Sciences
https://openalex.org/W1998711437,Controlling hypertension in Turkey: not a hopeless dream,16,Medicine,Health Sciences
https://openalex.org/W3153424539,Problems after flight: understanding and comparing Syrians’ perspectives in the Middle East and Europe,25,Psychology,Social Sciences
https://openalex.org/W3014373197,<scp>COVID</scp> ‐19 in Turkey: An urgent need for the implementation of preparedness and response strategies,13,Medicine,Health Sciences
https://openalex.org/W3168937704,"Health literacy, health perception and related factors among different ethnic groups: a cross-sectional study in southeastern Turkey",31,Health Professions,Health Sciences
https://openalex.org/W2605111822,The Effects of Training on Knowledge and Beliefs About Breast Cancer and Early Diagnosis Methods Among Women,29,Medicine,Health Sciences
https://openalex.org/W3130802125,Impact of the Covid-19 pandemic on perinatal mental health (Riseup-PPD-COVID-19): protocol for an international prospective cohort study,74,Medicine,Health Sciences
https://openalex.org/W1984874900,Epidemiological and Clinical Aspects of Human Brucellosis in Eastern Anatolia,24,Veterinary,Health Sciences
https://openalex.org/W2081309489,Optimal Resource Allocation Model to Mitigate the Impact of Pandemic Influenza: A Case Study for Turkey,40,Mathematics,Physical Sciences
https://openalex.org/W152020370,The Mosquitoes of Turkey.,14,Medicine,Health Sciences
https://openalex.org/W2149958186,Current status of burn care facilities: A nationwide survey,10,Medicine,Health Sciences
https://openalex.org/W2883336214,"The Impact of Education on Health Outcomes and Behaviors in a Middle-Income, Low-Education Country",51,Social Sciences,Social Sciences
https://openalex.org/W3135608866,"Worry, Severity, Controllability, and Preventive Behaviours of COVID-19 and Their Associations with Mental Health of Turkish Healthcare Workers Working at a Pandemic Hospital",34,Psychology,Social Sciences
https://openalex.org/W2398061028,"Report on Ten Years’ Experience of Premarital Hemoglobinopathy Screening at a Center in Antalya, Southern Turkey",32,Medicine,Health Sciences
https://openalex.org/W2058349659,"A Retrospective Case-Control Study, Factors Affecting Treatment Outcomes for Pulmonary Tuberculosis in İstanbul, Turkey",27,Medicine,Health Sciences
https://openalex.org/W2755548246,A new complementary approach for oral health and diabetes management: health coaching,23,Medicine,Health Sciences
https://openalex.org/W2100555088,Cancer registries in four provinces in Turkey: A case study,12,Medicine,Health Sciences
https://openalex.org/W2790103932,"Disparities in health care outcomes between immigrants and the majority population in Germany: A trend analysis, 2006–2014",21,Psychology,Social Sciences
https://openalex.org/W2166844148,Malnutrition and Cardiometabolic Risk among Turkish Adolescents: a Public Health Concern during Epidemiological Transition,9,Medicine,Health Sciences
https://openalex.org/W1988737390,PATHOGENESIS STUDIES IN EXPERIMENTAL MYCOPLASMA DISEASE: M. GALLISEPTICUM INFECTIONS OF TURKEYS,17,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W2990861413,Raising Animals Without Antibiotics: U.S. Producer and Veterinarian Experiences and Opinions,64,Environmental Science,Physical Sciences
https://openalex.org/W3025551817,Turkey’s response to COVID-19 in terms of mental health,42,Arts and Humanities,Social Sciences
https://openalex.org/W2035000669,Malaria: knowledge and behaviour in an endemic rural area of Turkey,39,Medicine,Health Sciences
https://openalex.org/W3015182709,Reporting of workplace violence towards nurses in 5 European countries – a cross-sectional study,82,Social Sciences,Social Sciences
https://openalex.org/W1985618595,Doctor's perception of doctor-patient relationships in emergency departments: What roles do gender and ethnicity play?,45,Health Professions,Health Sciences
https://openalex.org/W2277176759,How Medical Students Use the Computer and Internet at a Turkish Military Medical School,14,Social Sciences,Social Sciences
https://openalex.org/W2588298426,"Children’s sugar-sweetened beverages consumption: associations with family and home-related factors, differences within ethnic groups explored",66,Medicine,Health Sciences
https://openalex.org/W2076802668,When to see a doctor for common health problems: distribution patterns of functional health literacy across migrant populations in Switzerland,42,Health Professions,Health Sciences
https://openalex.org/W3005717846,Determining Middle-Aged and Older Adults’ Health Beliefs to Change Lifestyle and Health Behavior for Dementia Risk Reduction,30,Health Professions,Health Sciences
https://openalex.org/W2146823681,Severity index for rheumatoid arthritis and its association with health care costs and biologic therapy use in Turkey,13,Medicine,Health Sciences
https://openalex.org/W2146074569,The Effects of Peer Education on Reduction of the HIV/Sexually Transmitted Infection Risk Behaviors Among Turkish University Students,42,Health Professions,Health Sciences
https://openalex.org/W2537479278,Violence towards women is a public health problem,17,Social Sciences,Social Sciences
https://openalex.org/W1500466363,Country-level and individual correlates of overweight and obesity among primary school children: a cross-sectional study in seven European countries,86,Medicine,Health Sciences
https://openalex.org/W2971566620,Acculturation is associated with older Turkish immigrants’ self-management abilities,9,Medicine,Health Sciences
https://openalex.org/W2533222616,Is It Safe to Vape? Analyzing Online Forums Discussing E-Cigarette Use during Pregnancy,44,Medicine,Health Sciences
https://openalex.org/W1992993908,Different Distribution of Cardiovascular Risk Factors According to Ethnicity: A Study in a High Risk Population,28,Medicine,Health Sciences
https://openalex.org/W2500283069,"Tobacco industry response to menthol cigarette bans in Alberta and Nova Scotia, Canada",41,Medicine,Health Sciences
https://openalex.org/W1964004323,Genetic Screening Services Provided in Turkey,13,Medicine,Health Sciences
https://openalex.org/W2022667236,A portable ultrasound based screening study on the prevalence and risk factors of cystic echinococcosis in primary school children in East Turkey,16,Medicine,Health Sciences
https://openalex.org/W2160450996,"Stillbirth differences according to regions of origin: an analysis of the German perinatal database, 2004-2007",66,Psychology,Social Sciences
https://openalex.org/W3166411267,"Coronavirus conspiracy beliefs and distrust of science predict risky public health behaviours through optimistically biased risk perceptions in Ukraine, Turkey, and Germany",28,Social Sciences,Social Sciences
https://openalex.org/W2168773545,"Prevalence and Annual Risk of Tuberculosis Infection in Edirne, Turkey",5,Health Professions,Health Sciences
https://openalex.org/W2099220203,The Global Influenza Hospital Surveillance Network (<scp>GIHSN</scp>): a new platform to describe the epidemiology of severe influenza,43,Medicine,Health Sciences
https://openalex.org/W3208542477,Anxiety and Stress Levels Associated With COVID-19 Pandemic of University Students in Turkey: A Year After the Pandemic,22,Psychology,Social Sciences
https://openalex.org/W2160106813,Public Knowledge and Attitude toward Crimean Congo Hemorrhagic Fever in Tokat Turkey.,21,Medicine,Health Sciences
https://openalex.org/W2980424275,Is war a man-made public health problem?,15,Health Professions,Health Sciences
https://openalex.org/W2887038589,The perinatal health of immigrant women in France: a nationally representative study,35,Medicine,Health Sciences
https://openalex.org/W2411611319,Effects of Interventions Based on Health Behavior Models on Breast Cancer Screening Behaviors of Migrant Women in Turkey,44,Health Professions,Health Sciences
https://openalex.org/W2092381505,"Identification of alkaptonuria in the general population: a United Kingdom experience describing the challenges, possible solutions and persistent barriers",46,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W68894010,STD/HIV prevention in Turkey: planning a sequence of interventions.,25,Social Sciences,Social Sciences
https://openalex.org/W2041100837,A profile of the genetic counsellor and genetic nurse profession in European countries,45,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W2035062241,The epidemiology and factors associated with nocturnal enuresis among boarding and daytime school children in southeast of Turkey: a cross sectional study,64,Medicine,Health Sciences
https://openalex.org/W2942853063,Smoke-free Turkey: Evaluation of outdoor areas of public places,11,Medicine,Health Sciences
https://openalex.org/W2136453840,Assessment of Turkish women's knowledge concerning folic acid and prevention of birth defects,34,Medicine,Health Sciences
https://openalex.org/W1993512561,Health worker densities and immunization coverage in Turkey: a panel data analysis,32,Social Sciences,Social Sciences
https://openalex.org/W123147564,"Cigarette prices and smoking prevalence after a tobacco tax increase--Turkey, 2008 and 2012.",24,Medicine,Health Sciences
https://openalex.org/W2171876535,"Self-evaluations of tuberculosis patients about their illnesses at Ankara Atatürk Sanatorium Training and Research Hospital, Turkey",12,Medicine,Health Sciences
https://openalex.org/W2074916530,Developing a Smoking Cessation Program for Turkish-Speaking Migrants in Switzerland: Novel Findings and Promising Effects,10,Medicine,Health Sciences
https://openalex.org/W2054284993,Contextualising migrants’ health behaviour - a qualitative study of transnational ties and their implications for participation in mammography screening,28,Psychology,Social Sciences
https://openalex.org/W2980675414,An investigation of physical activity among adults in Turkey using the Omaha System,15,Medicine,Health Sciences
https://openalex.org/W2323910670,National Health System Steps in Turkey,9,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2102310100,Risk of coronary heart disease among Turkish migrants to Germany: further epidemiological evidence,8,Medicine,Health Sciences
https://openalex.org/W2507849474,Improving the performance of community health workers in humanitarian emergencies: a realist evaluation protocol for the PIECES programme,20,Medicine,Health Sciences
https://openalex.org/W2134157180,Research capacity and training needs for non-communicable diseases in the public health arena in Turkey,27,"Business, Management and Accounting",Social Sciences
https://openalex.org/W4205098784,Assessment of occupational health and safety risks in a Turkish public hospital using a two-stage hesitant fuzzy linguistic approach,22,Decision Sciences,Social Sciences
https://openalex.org/W2805708016,Task shifting between physicians and nurses in acute care hospitals: cross-sectional study in nine countries,65,Health Professions,Health Sciences
https://openalex.org/W2523287175,(Non-)utilization of pre-hospital emergency care by migrants and non-migrants in Germany,12,Medicine,Health Sciences
https://openalex.org/W2330960098,"Asthma programmes in diverse regions of the world: challenges, successes and lessons learnt",41,Medicine,Health Sciences
https://openalex.org/W3213050030,Job satisfaction among Syrian healthcare workers in refugee health centres,32,Health Professions,Health Sciences
https://openalex.org/W2888096335,Walk together to combat echinococcosis,22,Medicine,Health Sciences
https://openalex.org/W2132207020,The links between health-related behaviors and life satisfaction in elderly individuals who prefer institutional living,42,Psychology,Social Sciences
https://openalex.org/W2042584092,"Childhood deaths due to electrocution in Adana, Turkey",20,Medicine,Health Sciences
https://openalex.org/W2116584864,A prospective cohort study of dietary patterns of non-western migrants in the Netherlands in relation to risk factors for cardiovascular diseases: HELIUS-Dietary Patterns,55,Medicine,Health Sciences
https://openalex.org/W1637614480,Normative misperceptions of tobacco use among university students in seven European countries: Baseline findings of the ‘Social Norms Intervention for the prevention of Polydrug usE’ study,34,Medicine,Health Sciences
https://openalex.org/W2534120050,Cholera in the time of war: implications of weak surveillance in Syria for the WHO's preparedness—a comparison of two monitoring systems,44,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W2981362729,Occupational Health and Safety Management Systems Applications and A System Planning Model,39,Health Professions,Health Sciences
https://openalex.org/W2806311682,The impact of economic and social factors on the prevalence of hepatitis B in Turkey,29,Medicine,Health Sciences
https://openalex.org/W2151459935,Patterns of motivations and ways of quitting smoking among Polish smokers: A questionnaire study,60,Medicine,Health Sciences
https://openalex.org/W2191460728,"The flight of white-collars: Civil conflict, availability of medical service providers and public health",9,Health Professions,Health Sciences
https://openalex.org/W2024360464,Turkish translation and adaptation of Champion's Health Belief Model Scales for breast cancer mammography screening,11,Medicine,Health Sciences
https://openalex.org/W187925017,Testicular cancer awareness and testicular self-examination among university students.,43,Medicine,Health Sciences
https://openalex.org/W2982250920,"I'm Here, Too: Being an Adolescent Sibling of a Pediatric Cancer Patient in Turkey",12,Medicine,Health Sciences
https://openalex.org/W1845021284,Comparison of prenatal education delivered by nurses in Ankara (Turkey) and New Orleans (USA),9,Medicine,Health Sciences
https://openalex.org/W1830210284,Determining the health beliefs and breast cancer fear levels ofwomen regarding mammography,34,Medicine,Health Sciences
https://openalex.org/W2806242309,Trajectories of health-related quality of life in immigrants and non-immigrants in Germany: a population-based longitudinal study,30,Psychology,Social Sciences
https://openalex.org/W2969247436,Temporal changes in the epidemiology of diabetes mellitus in Turkey: A systematic review and meta-analysis,17,Medicine,Health Sciences
https://openalex.org/W2559522703,The Current Status of Ticks in Turkey: A 100-Year Period Review from 1916 to 2016,14,Immunology and Microbiology,Life Sciences
https://openalex.org/W1970347276,Immigrants and a public oral health care service for children in Denmark,15,Dentistry,Health Sciences
https://openalex.org/W3156842342,"Levels and Predictors of Anxiety, Depression, and Burnout Syndrome in Physicians During the COVID-19 Pandemic",28,Health Professions,Health Sciences
https://openalex.org/W2885542220,"Qualitative accounts from Syrian health professionals regarding violations of the right to health, including the use of chemical weapons, in opposition-held Syria",33,Health Professions,Health Sciences
https://openalex.org/W3212343620,Factors associated with Turkish pharmacists’ intention to receive COVID-19 vaccine: an observational study,13,Social Sciences,Social Sciences
https://openalex.org/W2149858119,Barriers and Facilitating Factors Perceived in Turkish Women's Behaviors Towards Early Cervical Cancer Detection: A Qualitative Approach,26,Medicine,Health Sciences
https://openalex.org/W2065258960,Boron in Human Health: Evidence for Dietary Recommendations and Public Policies,53,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W2137570145,Effects of peer-led AIDS education aimed at Turkish and Moroccan male immigrants in The Netherlands: A randomised controlled evaluation study,24,Health Professions,Health Sciences
https://openalex.org/W2074774472,An evaluation of health and sexuality education in Turkish elementary school curricula,14,Health Professions,Health Sciences
https://openalex.org/W3177480072,Physical Activity among Adults Residing in 11 Countries during the COVID-19 Pandemic Lockdown,42,Medicine,Health Sciences
https://openalex.org/W2904921203,Developing a risk management framework to improve public health outcomes by enumerating <i>Salmonella</i> in ground turkey – RETRACTION,18,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W2080803390,Evaluating environmental tobacco smoke exposure in a group of Turkish primary school students and developing intervention methods for prevention,43,Medicine,Health Sciences
https://openalex.org/W2608116365,Analysing workplace violence towards health care staff in public hospitals using alternative ordered response models: the case of north-eastern Turkey,9,Social Sciences,Social Sciences
https://openalex.org/W3149001667,The Fear of COVID-19 and Flourishing: Assessing the Mediating Role of Sense of Control in International Students,30,Psychology,Social Sciences
https://openalex.org/W2133687683,An analysis of the prevalence of malaria in Turkey over the last 85 years,12,Medicine,Health Sciences
https://openalex.org/W2144229466,Haemoglobinopathy Prevention Program in Turkey,9,Medicine,Health Sciences
https://openalex.org/W2168415344,Socioeconomic inequalities in current daily smoking in five Turkish regions,12,Medicine,Health Sciences
https://openalex.org/W3006005296,"Paternalistic Leadership, Ethical Climate and Performance in Health Staff",37,Decision Sciences,Social Sciences
https://openalex.org/W2084712925,"Knowledge and anticipated attitudes of the community about bird flu outbreak in Turkey, 2007–2008: a survey-based descriptive study",12,Medicine,Health Sciences
https://openalex.org/W2079860050,"Risking for protection: Discourses around ‘safe sex’ among Chilean, Turkish and second‐generation Greek women living in Melbourne, Australia",19,Social Sciences,Social Sciences
https://openalex.org/W3174232930,Psychometric Properties of the Turkish Version of the Bergen Work Addiction Scale,8,Psychology,Social Sciences
https://openalex.org/W3172447449,"Oral Health-Related Knowledge, Attitudes and Behaviours of Elementary School Teachers",17,Health Professions,Health Sciences
https://openalex.org/W2159969636,Estimation of health and economic benefits of air pollution abatement for Turkey in 1990 and 1993,15,Environmental Science,Physical Sciences
https://openalex.org/W2567637008,Migration and occupational health: high work-related burden,12,Health Professions,Health Sciences
https://openalex.org/W2060233238,The efficacy of different models of smoke-free laws in reducing exposure to second-hand smoke: A multi-country comparison,29,Medicine,Health Sciences
https://openalex.org/W2059517476,"Nursing as a career choice: Perceptions of students speaking Arabic, Serbo-Croatian, Spanish, Turkish or Vietnamese at home",12,Health Professions,Health Sciences
https://openalex.org/W2138420988,Do unfavourable working conditions explain mental health inequalities between ethnic groups?: cross-sectional data of the HELIUS study,20,Health Professions,Health Sciences
https://openalex.org/W1979937780,Barriers and Facilitators to Breast Cancer Screening Among Migrant Women Within Turkey,26,Medicine,Health Sciences
https://openalex.org/W2280408067,Globalization of clinical trials: ethical and regulatory implications,35,Medicine,Health Sciences
https://openalex.org/W2726132594,Clustering patient mobility patterns to assess effectiveness of health-service delivery,13,Health Professions,Health Sciences
https://openalex.org/W2026652653,Turkey wins plaudits for tobacco control,5,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2006892919,Undergraduate Training in Occupational Health at Kocaeli University Medical School: A Turkish Experience,9,"Business, Management and Accounting",Social Sciences
https://openalex.org/W2156027466,Health Beliefs Concerning Breast Self-examination of Nurses in Turkey,32,Medicine,Health Sciences
https://openalex.org/W3008032642,Relationship between caesarean section and breastfeeding: evidence from the 2013 Turkey demographic and health survey,51,Medicine,Health Sciences
https://openalex.org/W3098366867,Heterogeneity in social and epidemiological factors determines the risk of measles outbreaks,28,Mathematics,Physical Sciences
https://openalex.org/W2156428352,Low level of alcohol drinking among two generations of non-Western immigrants in Oslo: a multi-ethnic comparison,53,Medicine,Health Sciences
https://openalex.org/W2123343877,Determining the Factors that Affect Breast Cancer and Self Breast Examination Beliefs of Turkish Nurses in Academia,28,Health Professions,Health Sciences
https://openalex.org/W2132721366,Undergraduate occupational health nursing education in Turkey: a national survey,11,Health Professions,Health Sciences
https://openalex.org/W3035703765,A Systematic Review of the Current Hepatitis B Viral Infection and Hepatocellular Carcinoma Situation in Mediterranean Countries,59,Medicine,Health Sciences
https://openalex.org/W2258744864,Tobacco addiction and smoking cessation in Austrian migrants: a cross-sectional study,14,Medicine,Health Sciences
https://openalex.org/W3135909629,Taming the pandemic? The importance of homemade plant-based foods and beverages as community responses to COVID-19,68,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W2069204335,What is the birth defect risk associated with consanguineous marriages?,47,Medicine,Health Sciences
https://openalex.org/W2072252405,Barriers to high-quality primary reproductive health services in an urban area of Iran: views of public health providers,35,Medicine,Health Sciences
https://openalex.org/W2163998136,Prevalence of trachoma in eastern Turkey,18,Immunology and Microbiology,Life Sciences
https://openalex.org/W2790723167,Determination of the Factors Affecting The Social And Academic Adjustment of International Students Studying At a Public University,9,Social Sciences,Social Sciences
https://openalex.org/W1990811394,The role of veterinary epidemiology in combating infectious animal diseases on a global scale: The impact of training and outreach programs,23,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W2070104864,Social and cultural factors underlying generational differences in overweight: a cross-sectional study among ethnic minorities in the Netherlands,11,Medicine,Health Sciences
https://openalex.org/W3189203593,Qualitative examination of the attitudes of healthcare workers in Turkey regarding COVID‐19 vaccines,17,Social Sciences,Social Sciences
https://openalex.org/W2145022999,Initial UK public reaction to avian influenza: Analysis of opinions posted on the BBC website,34,Social Sciences,Social Sciences
https://openalex.org/W2021553584,Distance learning as an effective tool for medical interpreting training in Turkey,15,Health Professions,Health Sciences
https://openalex.org/W2898788331,The perspectives of politicians on tobacco control in Turkey,7,Medicine,Health Sciences
https://openalex.org/W2107613497,"Perceptions of Elder Abuse, Neglect and Attitudes toward Ageism: Volunteers Public Non-Health Staff and Tradesmen in Manisa/Turkey",12,Social Sciences,Social Sciences
https://openalex.org/W2409056005,[Influenza surveillance results in 2007-2008 winter season in nine provinces of Turkey].,11,Medicine,Health Sciences
https://openalex.org/W2419547885,The Prevalence and Management of Pediculosis Capitis in Turkey: A Systematic Review,14,Medicine,Health Sciences
https://openalex.org/W2011165841,First-year results of the Global Influenza Hospital Surveillance Network: 2012–2013 Northern hemisphere influenza season,39,Medicine,Health Sciences
https://openalex.org/W2411020807,"[A pilot study of hypovitaminosis D in apparently healthy, veiled, Turkish women: severe vitamin D deficiency in 82%].",27,Medicine,Health Sciences
https://openalex.org/W2811273,"Knowledge, facilitators and perceived barriers for early detection of breast cancer among elderly Turkish women.",52,Health Professions,Health Sciences
https://openalex.org/W4212886436,"Secondhand smoke exposure for different education levels: findings from a large, nationally representative survey in Turkey",22,Medicine,Health Sciences
https://openalex.org/W2135195371,"Declining incidence of hepatitis A in Amsterdam (The Netherlands), 1996–2011: Second generation migrants still an important risk group for virus importation",17,Medicine,Health Sciences
https://openalex.org/W2137015820,Public awareness of and support for smoke-free legislation in Turkey: a national survey using the lot quality sampling technique,9,Medicine,Health Sciences
https://openalex.org/W2768121679,"Health Warnings, Smoking Rules, and Smoking Status: A Cross-National Comparison of Turkey and the United States",9,Medicine,Health Sciences
https://openalex.org/W2515468225,Effect of primary health care reforms in Turkey on health service utilization and user satisfaction,49,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2156733205,"Food poisoning and salmonella infections in England and Wales, 1976–1978",20,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W2164659695,Linking Global Youth Tobacco Survey (GYTS) Data to Tobacco Control Policy in Turkey - 2003 and 2009,11,Health Professions,Health Sciences
https://openalex.org/W4243555185,Public Health Consequences of Acute Displacement of Iraqi Citizens—March-May 1991,22,Health Professions,Health Sciences
https://openalex.org/W3162164145,The Relationship Between Health Literacy Level and Media Used as a Source of Health-Related Information,19,Health Professions,Health Sciences
https://openalex.org/W2023053416,Tobacco use among institutionalized adolescents in Turkey: does social environment affect the risk?,8,Medicine,Health Sciences
https://openalex.org/W3154217324,Impact of Covid-19 on Public Transportation Usage and Ambient Air Quality in Turkey,17,Mathematics,Physical Sciences
https://openalex.org/W2905532095,The effect of peer education model on sexual myths of Turkish university students: An interventional study,19,Health Professions,Health Sciences
https://openalex.org/W2969538473,Periodontal Health and Use of Oral Health Services: A Comparison of Germans and Two Migrant Groups,10,Dentistry,Health Sciences
https://openalex.org/W3076328658,"Turkish Health Policies: Past, Present, and Future",11,Health Professions,Health Sciences
https://openalex.org/W2162742870,Height and body mass index of seven‐year‐old Stockholm schoolchildren from 1940 to 1990,45,Medicine,Health Sciences
https://openalex.org/W2040113889,Participatory approaches to promote healthy lifestyles among Turkish and Moroccan women in Amsterdam,29,Health Professions,Health Sciences
https://openalex.org/W1979406135,Anti‐consumption of public services: vacci(not)ion for Swine Flu,8,Neuroscience,Life Sciences
https://openalex.org/W4246723411,"Current Tobacco Use and Secondhand Smoke Exposure Among Women of Reproductive Age — 14 Countries, 2008-2010",46,Medicine,Health Sciences
https://openalex.org/W4282982341,Expanded newborn bloodspot screening: developed country examples and what can be done in Turkey,10,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W3160983600,Changes in adult smoking behaviours in ten global adult tobacco survey (GATS) countries during 2008–2018 - a test of ‘hardening’ hypothesis’,16,Medicine,Health Sciences
https://openalex.org/W2802904668,Tobacco Control Policies in Turkey in Terms of MPOWER,11,Medicine,Health Sciences
https://openalex.org/W2189565615,"Prevalence of Toxocara spp. eggs in public parks of the city of Aydin, Turkey.",17,Immunology and Microbiology,Life Sciences
https://openalex.org/W2150829244,Uptake of health services for common mental disorders by first-generation Turkish and Moroccan migrants in the Netherlands,30,Psychology,Social Sciences
https://openalex.org/W4214906202,"Prevalence of Burnout, Depression, Anxiety, Stress, and Hopelessness Among Healthcare Workers in COVID-19 Pandemic in Turkey",40,Psychology,Social Sciences
https://openalex.org/W2149093594,Analysis of health promoting lifestyle behaviors and associated factors among nurses at a university hospital in Turkey.,24,Health Professions,Health Sciences
https://openalex.org/W2053889947,Estimating the Public Health Impact of Setting Targets at the European Level for the Reduction of Zoonotic Salmonella in Certain Poultry Populations,17,Agricultural and Biological Sciences,Life Sciences
https://openalex.org/W3016418537,The Relationship Between Health Literacy and Illness Self-Care Management in Turkish Patients With Cancer,16,Health Professions,Health Sciences
https://openalex.org/W2739172572,Evaluating the current situation of oral and dental healthcare services in turkey and recommending solutions,9,Dentistry,Health Sciences
https://openalex.org/W2416277415,"[Prevalence of smoking between the doctors, nurses and medical faculty students at some health facilities in Turkey].",14,Health Professions,Health Sciences
https://openalex.org/W2147532904,"Epidemiologic and Clinical Characteristics of HIV/AIDS Patients in Turkey, Where the Prevalence Is the Lowest in the Region",25,Medicine,Health Sciences
https://openalex.org/W2090675595,Kitchen accidents vis-a-vis dowry deaths,53,Psychology,Social Sciences
https://openalex.org/W2127046131,The Role of Public Relations Activities in Hospital Choice,19,Social Sciences,Social Sciences
https://openalex.org/W2146525108,Evaluating social and behavioural impacts of English smoke-free legislation in different ethnic and age groups: implications for reducing smoking-related health inequalities,27,Medicine,Health Sciences
https://openalex.org/W2887152977,Public hospital reform in <scp>T</scp>urkey: The “public hospital union” case (2012‐2017),11,"Economics, Econometrics and Finance",Social Sciences
https://openalex.org/W2742941372,An evaluation of cause-of-death trends from recent decades based on registered deaths in Turkey,10,Medicine,Health Sciences
https://openalex.org/W2177736437,Reducing discretionary food and beverage intake in early childhood: a systematic review within an ecological framework,35,Medicine,Health Sciences
https://openalex.org/W2107166249,90 Use of the Health Belief Model in screening methods for colorectal cancer,6,"Biochemistry, Genetics and Molecular Biology",Life Sciences
https://openalex.org/W2138360554,"The determinants of out-of-pocket payments: evidence from selected hospitals in Ankara, Turkey",10,Health Professions,Health Sciences
https://openalex.org/W2530273857,Differences in depression stigma towards ethnic and socio-economic groups in Germany – Exploring the hypothesis of double stigma,31,Psychology,Social Sciences
https://openalex.org/W2008009957,Determinants of Condom Use Intentions and Behavior Among Turkish Youth,4,Health Professions,Health Sciences
https://openalex.org/W2965952198,Violence against nurses working in the health sector in five European countries—pilot study,28,Social Sciences,Social Sciences
https://openalex.org/W3040339513,The most common pediatric and adult dermatology patient complaints in a month of the COVID‐19 pandemic in Turkey,12,Medicine,Health Sciences
https://openalex.org/W2922428664,Ethnic background and children’s oral health-related quality of life,11,Dentistry,Health Sciences
https://openalex.org/W2794336162,Automated digital image analysis (TrichoScan) in male patients with androgenetic alopecia; comparison with manual marking of hairs on trichoscopic images,12,Medicine,Health Sciences
https://openalex.org/W3083288602,Vector-borne Zoonotic Diseases in Turkey: Rising Threats on Public Health,14,Medicine,Health Sciences
https://openalex.org/W1979852207,Health Risks Faced by Turkish Agricultural Workers,18,Agricultural and Biological Sciences,Life Sciences
