id,title,domain
W4246885067,Contents,Unknown
W2099306581,Justice in Libya? Let Scientific Evidence Prevail,Health Sciences
W2780724838,Disclosable Restructuring Paper - West Africa Agricultural Productivity Program 2A - P129565,Social Sciences
W2189699554,"The Impact of Interest Rate on Private Consumption: A Case Study of Jordan, 1976-2004",Social Sciences
W2778848071,"The Epidemiology of HBsAg Positive Cases Babol, Iran",Health Sciences
W4214815945,"Children with type one diabetes who are migrants and refugees suffer from poor metabolic control and frequent acute complications, a study from Jordan, a limited resource country with high migrant/refugee population",Life Sciences
W4308091348,A Research on Importance of Using Renewable Energy Sources by Organizations within The Scope of Green Deal Preparations,Physical Sciences
W2046995143,Democratic Constitution-Making and Unfreezing the Turkish Process,Social Sciences
W3161339676,"The negative impact of globalization on the religious, social and moral values of students of the Faculty of Education, University of Nyala, Sudan: الأثر السالب للعولمة على القيم الدينية والاجتماعية والأخلاقية لدى طلاب كلية التربية جامعة نيالاـ السودان",Social Sciences
W4234325018,Special Relationships,Social Sciences
W2004444856,Managing gendered expectations upon resettlement: the experiences of Iraqi Kurdish Muslim women in the UK,Social Sciences
W4255350502,The Baha'i Faith in Africa,Social Sciences
W2552827280,<i>Frankliniella schultzei</i> . [Distribution map].,Life Sciences
W2510340045,"<i>Talk of Love: How Culture Matters</i>. By Ann Swidler. Chicago: University of Chicago Press, 2001. Pp. x+300. $30.00.",Social Sciences
W2145951882,"Attidues of Graduate Students Toward Distance Education, Educational Technologies and Independent Learning",Social Sciences
W2054608428,Comments: The Energy Outlook,Physical Sciences
W4280642372,INFLUENCE OF MIDDLE EAST ARMED CONFLICTS INTO BATTLEFIELD CHANGES,Social Sciences
W2091212580,"Madagascar and Zanzibar: A Case Study in African Colonial Friction, 1894-1897",Social Sciences
W1520269373,Constraints on the U.S. Response to the 9/11 Attacks,Social Sciences
W2285242525,Bahailik ve el-Kitabu'l-Akdes (Türkçe Çeviri),Social Sciences
W2059739458,Negotiating under the Cross: The Story of the Forty Day Siege of the Church of Nativity,Social Sciences
W2478082464,September 11 and Corporate Law,Physical Sciences
W2580733780,The Danesh Publication A Step to Modernize the Society Insight to Public Health,Social Sciences
W3178166186,Qard Al-Hasan Funds as Islamic Social Finance Mode: Analytical Study of Islamic Banks of Yemen,Social Sciences
W4388052073,Shadows in the Garden: Women Agents Underground and Communist Activism in Mid-20th Century Iran Part II,Social Sciences
W4389221511,Tirailleurs Sénégalais in Modern Hebrew Poetry: Nathan Alterman,Social Sciences
W3035073911,The Power-Interest Nexus in Responses to Syrian Refugee Arrivals in Lebanon: Tensions and Interactions between the State and the International Community,Social Sciences
W3126471417,Open Forum: Evolution of the Antipsychiatry Movement Into Mental Health Consumerism,Social Sciences
W3174218668,"Physician’s Perception Toward Using Telemedicine During COVID-19 Pandemic in King Abdulaziz Medical City, Riyadh, Saudi Arabia",Health Sciences
W2787124677,4 The Italians of Egypt: Return to Diaspora,Social Sciences
W4360846440,Using Digital Learning Platforms to Enhance the Instructional Design Competencies and Learning Engagement of Preservice Teachers,Social Sciences
W2757727037,Global status of visceral leishmanial infection among blood donors: A systematic review and meta-analysis,Health Sciences
W2330701997,P1-395 Inequalities of iodine intake in pregnant women after salt iodisation: low & high quantiles and correlated factors,Health Sciences
W3037842667,"Estimating the Visibility Rate of Alcohol Consumption: A Case Study in Shiraz, Iran.",Health Sciences
W2047827218,Fallahin and Bedu between the Desert and the Sown: the Population Dynamics of a buffer-zone from Byzantium to the Mamluks,Social Sciences
W2605888490,The geographical belt of self-immolation,Health Sciences
W2142178803,Datapoints: Use of Information Technology by Psychiatrists and Other Medical Providers,Social Sciences
W2755978311,Farm studies in Iraq : an agro-economic study of the agriculture of the Hilla-Diwaniya area in Iraq,Life Sciences
W3199488276,From reverse innovation to global innovation in animal health: A review,Health Sciences
W2021748133,"Concordance study and population frequencies for 16 autosomal STRs analyzed with PowerPlex® ESI 17 and AmpFℓSTR® NGM SElect™ in Somalis, Danes and Greenlanders",Life Sciences
W4390292608,In Search of VAT Neutrality for BOTs and PPPs in Turkey,Social Sciences
W3011893421,"Central obesity among adult Saudi males in Riyadh city: Prevalence, risk factors, and associated morbidities",Health Sciences
W1841747297,Gender differences and alcohol use in the US Army.,Health Sciences
W3148795303,Organisational Culture and Organisational Citizenship Behaviour: The Dark Side of Organisational Politics,Social Sciences
W2336228613,Estimation of the population sex ratio in butterflies infected with bacterial male-killers: a case study,Life Sciences
W2149639084,"Electronic cities' strategic planning case study: uremia city, Iran",Social Sciences
W3113254624,"Innovation Strategies in the Hotels Sector of Makkah, Saudi Arabia",Social Sciences
W3009779148,Травелоги югославских писательниц первой половины ХХ века: в поисках идентичности,Social Sciences
W3010184778,Psychosocial Risks (Psr) In The Workplace In Morocco: A Review Of Literature [Les Risques Psychosociaux (Rps) Sur Le Lieu De Travail Au Maroc : Une Revue De Litterature],Health Sciences
W1991980873,Religious-Zionist Attitudes Towards the Peace Process,Social Sciences
W2050691604,A survey on coordinator instructors involved in industrial practices of students in vocational training high schools offering clothing education in Turkey,Social Sciences
W2128365356,Measles among the Amish: A Comparative Study of Measles Severity in Primary and Secondary Cases in Households,Health Sciences
W407093340,Mooncranker's Gift,Social Sciences
W2922311922,UPAYA GERAKAN WOMEN2DRIVE DALAM WOMEN’S EMPOWERMENT DI ARAB SAUDI (2011-2018),Social Sciences
W4313594452,Ancient DNA investigation of the 17 Maronite patriarchs of Qanubin,Life Sciences
W3005227840,Abyssinia at al-Azhar: Muslim Students from the Horn of Africa in Late Medieval Cairo,Social Sciences
W2992017558,The Koran in English: A Biography:,Social Sciences
W1862614429,Leadership and management skills of first-line managers of elderly care and their work environment,Social Sciences
W2025084391,Between caution and controversy: lessons from the Gulf Arab states as (re-)emerging donors,Social Sciences
W4285792852,Challenges facing hospital human resources during the COVID-19 pandemic: a qualitative study in Iran,Social Sciences
W2625283216,The lion of judah,Social Sciences
W3110162271,Sustainable tourism planning (case study of Al-Manar City - Republic of Iraq) study of potentials and means of development,Social Sciences
W4390109028,Harbingers of hope: Scientists and the pursuit of world peace,Health Sciences
W2070636068,"Civil Society, Islam and Democracy in Turkey: A Study of Three Islamic Non-Governmental Organizations",Social Sciences
W4387748609,HEMOCIONE: AN EFFORT TOWARDS CREATING A GENERATION OF BLOOD DONORS,Social Sciences
W2253496959,An Outline of the Prehistory of Siberia Part 1. The Pre-Metal Periods,Physical Sciences
W4280544893,Islám: hledání cesty k zítřku,Social Sciences
W4387585526,"Framing Holism: Sinker, Line and Hook",Social Sciences
W1857171619,"Geographic variation in the morphology of Macrovipera lebetina (Linnaeus, 1758) (Ophidia: Viperidae) in Iran",Physical Sciences
W348389169,"Needs, values and the mennonite church : Some preliminary considerations",Social Sciences
W2138986344,Remote development and distance delivery of innovative courses: challenges and opportunities,Social Sciences
W2103385584,"Response to JEN Article, “Health Care Providers' Evaluations of Family Presence During Resuscitation”",Health Sciences
W4323073381,Young people with Tunisian origins living in Italy: a case of transnational lived citizenship?,Social Sciences
W3082748649,"Geosites for Geotourism, Geoheritage, and Geoconservation of the Khnefiss National Park, Southern Morocco",Physical Sciences
W2736315401,"Ethnizität, Integration und Bildung : die Definition ethnischer Identität Studierender türkischer Herkunft",Social Sciences
W4377200099,The impact of the pioneering trend on the quality of banking services (Documentary theoretical study on operating banks in Marib),Social Sciences
W2612579804,Developing and strengthening community health worker programs at scale. A reference guide and case studies for program managers and policymakers.,Health Sciences
W4295088336,Fear of stigma from health professionals and family/neighbours and healthcare avoidance among PLHIV in Morocco: results from the Stigma Index survey Morocco,Health Sciences
W2298515602,"Women's Labor in Comparative Context: Politics and the Society versus Law, Justice and Economic Considerations?",Social Sciences
W4285797189,Political Discourse Analysis: Analyzing Building Tasks in Trump’s Speech in Saudi Arabia,Social Sciences
W2035826649,Postdeployment Behavioral Health Screening: Face-to-Face Versus Virtual Behavioral Health Interviews,Social Sciences
W3115733437,"Sacrifice, gift and general economy: Moral foundations for rebuilding economy and society after coronavirus",Social Sciences
W2179743488,A Taxonomic Revision of the Genus<i>Bromus</i>(Poaceae) and a New Key to the Tribe Bromeae in Iran,Life Sciences
W2885345471,"Repression, reprisals and rhetorics of massacre in Algeria’s war",Social Sciences
W2491835402,Comparison of animal rabies from Northern Provinces of Iran referred to the Amol Research Center (ARC) during 2007,Life Sciences
W882726663,"Jews in the Gym: Juda Ism, Sports, and Athletics",Social Sciences
W1517888098,Personal Traits Distinguishing Gifted Children from Normal Ones,Social Sciences
W3122250767,"New Frontiers, Old Problems: The War on Terror and the Notion of Anticipating the Enemy",Social Sciences
W2256569917,War in Ukraine: A Crisis between NATO and RUSSIA,Social Sciences
W4210614116,Polio eradication: what kind of world do we want?,Health Sciences
W2172298827,Relationship of raised atherosclerotic lesions to fatty streaks in cigarette smokers,Health Sciences
W4210555008,Inflamed EFL Learning: A Qualitative Study to Explore Factors Affecting EFL Learning,Social Sciences
W1529388238,Social science research for population policy design,Health Sciences
W1658980256,Indian Cretaceous Terrestrial Vertebrates: Cosmopolitanism and Endemism in a Geodynamic Plate Tectonic Framework,Physical Sciences
W1493364417,"After the Arab spring, which season for Palestine? Hamas & Fatah reconciliation and the new voices to upgrade Palestinian politics",Social Sciences
W4230353361,The Masculine Role in the Spanish Moroccan Theater of Wap,Social Sciences
W2336451726,Citizen-consumer revisited: The cultural meanings of organic food consumption in Israel,Life Sciences
W3006700713,Can NATO evolve into a climate alliance treaty organization in the Middle East?,Social Sciences
W2623056688,"To Want and Want Not: Manifestations of Desire in ""Barbie-Q"" by Sandra Cisneros and ""The Couch"" by Fatima Hamad Al Mazrouei",Social Sciences
W3148717884,Population Diversity of Puccinia graminis is Sustained Through Sexual Cycle on Alternate Hosts,Life Sciences
W2050094715,Prevalence of dysmenorrhea and its effect on quality of life among a group of female university students,Health Sciences
W2620907573,Women and Participatory Constitution-Making,Social Sciences
W1984863711,Women's identity as farmers: A case study from ten households in Syria,Life Sciences
W4239637401,Starve and Immolate,Social Sciences
W4365801161,"Salih Can Aç?ksöz, Sacrificial Limbs: Masculinity, Disability, and Political Violence in Turkey",Social Sciences
W65806279,Military Police Operations and Counterinsurgency,Social Sciences
W3008831688,Algeria: Birth of Cinema,Social Sciences
W4386925294,Conclusion,Social Sciences
W4238442225,<i>Amarenomyces ammophilae</i> .,Life Sciences
W3206117917,Comparison of Perceptions and Smoking Cessation Experiences Between Smokers With and Without Serious Mental Illness in a Large Health Maintenance Organization,Health Sciences
W3124875272,Determinants of Unemployment Duration for Men and Women in Turkey,Social Sciences
W2162298788,Vocational rehabilitation of multiple sclerosis (MS) patients I. Analysis of clinical and demographic factors First in a series of articles.,Health Sciences
W4206974363,Elite Opinion Formation and Its Electoral Consequences,Social Sciences
W3123326446,Impacts Of Egyptian Socio-Economic Environment On Dietary Pattern And Adequacy,Health Sciences
W2112338242,Chapter 8: Issues in Welfare Policy,Health Sciences
W3191813264,"Herbal Supplements In The Middle East (Iraq And Jordan): Regulation, Quality And Safety Of And Development Of A Method To Detect Common Adulterants",Health Sciences
W2944660873,"Understanding Commodities, Linkages, and Industrial Development in Africa: Developing a Conceptual Framework",Social Sciences
W1527768267,Omnibalancing and the House of Saud,Social Sciences
W1978568506,Literature and Science: The State of the Field,Unknown
W2790798474,Tour operators' marketing strategies and their impact on prices of sun and beach package holidays,Social Sciences
W2066141690,Contesting National Identity During Crisis: The Use of Patriotism in Israeli Advertisements,Social Sciences
W3201899071,A Liberal Psycho-theology,Social Sciences
W4232635130,Vanguard or Vandals,Social Sciences
W4388818914,"Turkey’s political leaders: authoritarian tendencies in a democratic state <b>Turkey’s political leaders: authoritarian tendencies in a democratic state</b> , by Tezcan Gumuş, Edinburgh, Edinburgh University Press, 2023, 299 pp., $110, ISBN 9781399500081 (hardback), 9781399500111 (e-book).",Social Sciences
W2015797054,The dynamics of negation: identity formation among Palestinian Arab college students inside the green line,Social Sciences
W2133654531,Euro-Crafting at Border Zones: The Case of the Greco-Turkish Border and the Question of a European Union ‘Beyond the State’,Social Sciences
W1579562837,"Changing Coins: Economic Conditions, Terrorism, Political Regime and the Utility of Emergency Status in Stabilizing Staggering Systems",Social Sciences
W2953780300,Al Osool,Physical Sciences
W4294723769,"Bio-accumulation and health risk assessment of heavy metals in different edible fish species from Hurghada City, Red Sea, Egypt",Physical Sciences
W3026305172,"Designing an Optimal Model for Development of Neighborhood Health Centers in the City of Yasuj, Iran",Social Sciences
W2947450227,"Comparative Content Analysis of Mathematics Textbooks in first Grade Students of Elementary Schools in Iran, Japan and America",Social Sciences
W3217604480,"ROLE OF RELIGION IN PEACEBUILDING AND SOCIAL COHESION IN BORNO STATE, NIGERIA",Social Sciences
W3215330654,"Ebb and Flow, Volume 2 [Flux et reflux, Volume 2]",Social Sciences
W2169034818,ALIEN MARINE SPECIES OF LIBYA: FIRST INVENTORY AND NEW RECORDS IN EL-KOUF NATIONAL PARK (CYRENAICA) AND THE NEIGHBOURING AREAS,Physical Sciences
W2625476426,Analysis of secondary metabolites in T. argentea pollen by GC-MS,Social Sciences
W2793723097,Analysis of genetic diversity and population structure of gene encoding cell-traversal protein for ookinetes and sporozoites (CelTOS) vaccine candidate antigen in global Plasmodium falciparum populations,Health Sciences
W2605028955,Dismantling the Iraqi Social Fabric: From Dictatorship Through Sanctions to Occupation,Social Sciences
W2114221473,Accumulative Bad Governance,Social Sciences
W2338760363,"historiography of algerian nationalism,some ideological aspects",Social Sciences
W2029789187,Total Education: A Plea for Synthesis,Social Sciences
W2011814360,How Christian was Fourth Century Egypt? Onomastic Perspectives on Conversion,Social Sciences
W1496457074,Comparative sequence analysis of recA gene among Vibrio cholerae isolates from Iran with globally reported sequences,Life Sciences
W2964659685,Firm evidence for a post-extinction ichnofauna: earliest Carboniferous<i>Cruziana reticulata</i>assemblage from the Anti-Atlas of Morocco,Physical Sciences
W3203219273,Musik Sebagai Gerakan Nirkekerasan Anti-Perang Studi Kasus: Perbandingan Antara Gerakan Nirkekerasan Anti-Perang pada Masa Perang Vietnam dan Perang Irak di Amerika Serikat,Social Sciences
W4382698953,Understanding Citizens’ Tweets During and After the COVID-19 Pandemic in Saudi Arabia: A Thematic Analysis Study,Social Sciences
W4236384986,No end is in sight for terror bombings in Turkey,Social Sciences
W598656609,The Effects of Terrorist Activities on Foreign Direct Investment: Nonlinear Evidence from Turkey,Social Sciences
W1540007475,Congressional Action on Iraq 1990-2002: A Compilation of Legislation,Social Sciences
W1971050259,Fuel Load and Potential Flight Ranges of Passerine Birds Migrating through the Western Edge of the Pyrenees,Physical Sciences
W2804058526,"“The 1900-Year Crisis”: Arthur Waskow, the Question of Israel/Palestine, and the Effort to Form a Jewish Religious Left in America, 1967–1974",Social Sciences
W2104645821,Why is asthma becoming more of a problem?,Health Sciences
W3192744158,Robust Estimation Methods Used to Study the Reasons behind Increasing Divorce Cases in Saudi Society,Life Sciences
W2068838537,The Impact of Interrupted Education on Subsequent Educational Attainment: A Cost of the Chinese Cultural Revolution,Social Sciences
W2907989810,The incidence of testicular cancer in Iran from 1996 to 2017: A systematic review and meta-analysis,Health Sciences
W3091869052,Cigarette smoking and serum level of Vitamin D among older adults,Health Sciences
W3185409924,"Methodologies of continuous improvement between theory and practice (Quality, Excellence Model, Kaizen) Model",Social Sciences
W2005194897,Prevalence of domestic violence and associated factors among married women in a semi-rural area of western Turkey,Social Sciences
W2951177085,From Rags to Riches:<i>Looking at Poverty from a Gender Perspective</i>,Social Sciences
W2018407010,Visions of the Future during Political Transitions,Social Sciences
W2554687131,A Worldwide Observational Registry Collecting Longitudinal Data On the Management of CML Patients (The WORLD CML Registry) - Summary of the First 1001 Patients.,Health Sciences
W2086921440,No Yellow Rose,Social Sciences
W2032872686,Children's Temperament: Patterns Across Cultures,Social Sciences
W2003443769,"Health problems among UN refugees at a family medical centre in Ankara, Turkey",Social Sciences
W629661412,Democracy Promotion in the EU’s Neighbourhood,Social Sciences
W2269702061,Health development in the late of Ghajar time,Social Sciences
W4385311243,"Turkey:<i> Street-Level Governing: Negotiating the State in Urban Turkey</i>, by Elise Massicard (book review)",Social Sciences
W240727414,Timing of Early Aptian demise of northern Tethyan carbonate platforms - chemostratigraphic versus biostratigraphic evidence,Physical Sciences
W2089995438,"T<scp>ribalism in</scp> I<scp>raq, the</scp> O<scp>ld and the</scp> N<scp>ew</scp>",Social Sciences
W2015194335,Diversity of industrial design education in Turkey and future prospects,Physical Sciences
W2158643824,A year in Bosnia: What has been achieved,Social Sciences
W1787663972,Prevalence of tobacco use among the adult Lebanese population,Social Sciences
W2942814522,Do public health services in Egypt help women exercise their reproductive rights?,Health Sciences
W4224283514,Bayesian analysis of additive and non-additive genetic variances of body weight gain traits in crossbred population of Japanese quail,Life Sciences
W2765817614,"‘Irish & Roman Catholic Which Upsets All the People Here’: Michael McDonnell and British Colonial Justice in Mandatory Palestine, 1927–1936",Social Sciences
W2313561242,"IMPACT OF A ONE-DAY ANTI-SMOKING PROGRAM ON KNOWLEDGE, ATTITUDES AND BELIEFS OF MALE SECONDARY SCHOOL ADOLESCENTS IN THE ASIR REGION OF SOUTHWESTERN SAUDI ARABIA",Health Sciences
W2603323485,Why do women fall for money? The Effect of Gender Ideology and Culture on the Mate Preference for Resources,Social Sciences
W346442595,"The Effects of Ecology-Based Summer Nature Education Program on Primary School Students' Environmental Knowledge, Environmental Affect and Responsible Environmental Behavior",Physical Sciences
W2010163935,Analysis of travel behavior in Arab communities in Israel: a comparison of household surveys,Social Sciences
W4254929135,LIBYA: AU Mediation “Marginalised”,Life Sciences
W2965913690,Post-Conflict Processes and Religion: Lebanon,Social Sciences
W3039587522,Powered by the sun: designing and analyzing technical and economic aspects of a school sustained by photovoltaics,Physical Sciences
W2212585238,"Fear, resilience, and tunnel vision",Social Sciences
W2752801172,Al Qaeda and the Islamic State's Break: Strategic Strife or Lackluster Leadership?,Social Sciences
W2285304055,An assessment of tissue culture-induced genetic variability in olive (<i>Olea europaea</i>L.) using chloroplast<i>rpl16</i>intron sequences and single primer amplification reaction (SPAR) markers,Physical Sciences
W3139645106,"Introduction: Anchoritism, Liminality, and the Boundaries of Vocational Withdrawal",Social Sciences
W2998868389,Attitudes towards plagiarism among faculty members in Egyptian universities: A field study,Social Sciences
W2113129525,"Has the NTD Community Neglected Evidence-Based Policy? PLOS NTDs 2013 Expert Commentary of the Viewpoint by Nagpal S, Sinclair D, Garner P",Life Sciences
W330908138,Nurses and midwives: a force for health.,Health Sciences
W2046961646,<i>The Original Torah: The Political Intent of the Bible's Writers</i> (review),Social Sciences
W1584551894,"The Future Security Environment in the Middle East: Conflict, Stability, and Political Change",Social Sciences
W875524421,Israeli Arabic Literature in Hebrew Translation,Social Sciences
W4309486318,"An Initial Assessment of Sustainability Reporting Practices, Motives and Obstacles for Palestinian Corporations",Social Sciences
W3199736142,The Level of Teaching Performance of Islamic Education Teachers in The Intermediate Stage in The State of Iraq in The Light of Quality Assurance Standards from The Point of View of Teachers (The Assistant Teacher),Social Sciences
W4300716286,Heterogeneous effects of renewable energy and structural change on environmental pollution in Africa: Do natural resources and environmental technologies reduce pressure on the environment?,Social Sciences
W2988841206,"ANALISIS HUBUNGAN LAJU INFLASI, REALISASI INVESTASI INDUSTRI KECIL, PEROLEHAN PAD, PENYERAPAN TENAGA KERJA TERHADAP PENDAPATAN PERKAPITA (Studi Kasus di Kabupaten Nganjuk)",Social Sciences
W3123707836,"9. “Women Are Complete, Not Complements”: Terminology in the Writing of the New Constitution of Tunisia",Social Sciences
W2474013390,The European Union’s Normative Power: Critical Perspectives and Perspectives on the Critical,Social Sciences
W2176869321,Popular Joke Features in Jordan: Popular Movable and Effective Culture,Social Sciences
W4318481621,Impulsive Buying Behaviour of Omani Women in Apparel Industry,Social Sciences
W2000973833,Non-renewable resource depletion and reinvestment: issues and evidence for an oil-exporting country,Physical Sciences
W2187214608,The Relationship between leadership styles of coaches with motivational climate of Iranian Elite Male Volleyball Players,Social Sciences
W2044797294,POLITICAL FOOD FIGHT IN SOUTHERN AFRICA,Health Sciences
W3042147625,The Transnational Mobilization of the Alevis of TurkeyFrom Invisibility to the Struggle for Equality,Social Sciences
W4384029245,"Zoorabad, a neighbourhood on the shoulders of the urban poor",Social Sciences
W4230797243,Setting Health Care Services Tariffs in Iran: Half a Century Quest for a Window of Opportunity,Social Sciences
W170152558,"Nutrition planning and policy for African countries: summary report of a seminar held 2-19 June, 1976",Health Sciences
W3035315670,The Grammar of Gender Ideology: The Press Coverage of Sexual Violence in Turkey and the Passive Voice,Social Sciences
W4386331455,"WELL-BEING AND ITS RELATIONSHIP TO RELIGIOSITY, PSYCHOLOGICAL STRESS, AND DEATH ANXIETY AMONG A SAMPLE OF THE LEBANESE SOCIETY",Social Sciences
W2039975395,The formation of in-formation by the US military: articulation and enactment of infomanic threat imaginaries on the immaterial battlefield of perception,Social Sciences
W4256540171,After Stella,Social Sciences
W2000054601,Conceptualising Euro-Islam: managing the societal demand for religious reform,Social Sciences
W4385882274,Japanese Modernity from the Siberian Silo,Social Sciences
W2067027994,Introduction: Reinventing U.S. Foreign Assistance,Social Sciences
W3124763681,Diglossic situation in sorani kurdish dialect,Social Sciences
W3096995355,Retranslating Joyce for the 21st Century,Social Sciences
W2894313630,Initiating a National Mammographic Screening Program: The Kuwait Experience Training With a US Cancer Center,Health Sciences
W4293419777,The ethical challenges of palliative care from the perspectives of pediatricians: A qualitative study in Iran,Health Sciences
W2993316168,"A Survey of Iron Supplementation Consumption and its Related Factors in High School Students in Southeast Iran, 2015",Health Sciences
W279045007,Concepts and Measures of Fiscal Inequality: A New Approach and Effects for Five States.,Social Sciences
W1754054051,Reflections of a forensic psychiatrist in Washington: politics and policy.,Health Sciences
W4389459865,Effects Of Banned Programmes On The Sustainability Of University Communities In Tanzania: A Case Study Of Jordan And St. John’s Universities Of Tanzania.,Social Sciences
W1996738903,On Jordan's Banks: Emancipation and Its Aftermath in the Ohio River Valley (review),Social Sciences
W3176539260,How well is humanitarian assistance targeted in fragile environments? Evidence from the announcement of a food emergency in Yemen,Life Sciences
W4385363501,Empowering vs empowered: factors shaping women’s workplace empowerment in the Qatari public sector,Social Sciences
W4240146879,Moderate Muslims,Social Sciences
W3216694864,Pengaruh Idiosinkratik Justin Trudeau dalam Kebijakan Luar Negeri Kanada: Studi Kasus Penerimaan Pengungsi Suriah,Social Sciences
W3117662016,The Analyses of the Idelogy and History of National Outlook Movement in Turkey,Social Sciences
W3041560429,Eradicating Terrorism in Asymmetric Conflict: The Role and Essence of Military Deterrence,Social Sciences
W2115767299,Religion and Diasporic Dwelling: Algerian Muslim Women in Ireland,Social Sciences
W2809998,Civil Society Iraq,Health Sciences
W4255005545,Students’ Perception of the Use of Learning Management System to Facilitate Flipped Learning Experience for English Language Teaching in Private Higher Education Institution in Oman: A Developmental Evaluation,Social Sciences
W2095525535,Toleration and illiberal groups in context: Israel's ultra-orthodox ‘society of learners’,Social Sciences
W2069891936,"Mycotic VulvoVaginitis: Epidemiology, Pathogenesis and Profile of Antifungal Agents",Life Sciences
W1995154882,Pooling surveys in the estimation of income and price elasticities: An application to Tunisian households,Social Sciences
W2338463268,Labour Migration Governance in Times of Political Transition: A Comparative Analyisis of Egypt and Tunisia,Social Sciences
W2249292585,"Пять минут до «Ядерной полуночи», или к вопросу об «Экспорте демократии (революций)» и позиции национальной элиты в кризисных ситуациях",Social Sciences
W3121768522,Sustainable Land Planning in Case of Decentralized Land Authorities,Social Sciences
W3019365662,The Western Liberal Constitution’s Internationalized Making,Social Sciences
W2965849374,Postcolonial Subjectivity in “Down Second Avenue” and “Women of Algeirs in Their Apartment”,Social Sciences
W2097524089,Datapoints: Detection of Substance Use Disorders in Veterans Affairs Primary Care Clinics,Health Sciences
W2908228126,"Cartas para o Sul: boicotes epistemológicos no capitalismo artista para uma Sociologia do extravio, de Davis para Linn",Social Sciences
W2921650806,Nasilje nad djecom u ekonomski različito razvijenim zemljama,Social Sciences
W2046484810,Postmodern Influence in Contemporary Persian Literature,Social Sciences
W2058215615,Mineral composition of commonly consumed ethnic foods in Europe,Health Sciences
W1500877926,New Challenges and Old Concepts: Understanding 21st Century Insurgency,Social Sciences
W2098966668,Primary production and phytoplankton in Lake Kinneret: A long-term record (1972-1993),Physical Sciences
W4231715942,Political Economy and Urban Poverty in the Developing Countries: Lessons Learned from the Sudanese Experience,Social Sciences
W4236038749,Memory and Alterity in Zar: Religious Contact and Change in the Sudan,Social Sciences
W2897238276,Use of social media in the Department of Radiology at Johns Hopkins Aramco Healthcare in Saudi Arabia,Social Sciences
W2208725626,When the Moon Split: A Biography of Prophet Muhammad [Book Review],Social Sciences
W2484548558,New Allies in the Mediterranean,Social Sciences
W1892158872,새로운 전쟁’으로서의 중동전쟁,Social Sciences
W3008005486,How to Curate a ‘Living Archive’: The Restlessness of Activist Time and Labour,Social Sciences
W4387049203,Preface,Physical Sciences
W4387958005,"Challenging ungrievability for people missing at sea. Search infrastructures, spaces of public mourning, and claims for justice",Social Sciences
W1984799408,The Population of Ashanti: A Geographical Analysis,Social Sciences
W2012647035,A First Draft of the History of America's Ongoing Wars on Terrorism,Social Sciences
W4292722530,Orientations: An Introduction,Social Sciences
W2898307573,Drama and society in contemporary Egypt,Social Sciences
W3044570715,The functional components of telephone conversation opening phase in Jordanian Arabic,Social Sciences
W2134334383,Organic Hummus in Israel: Global and Local Ingredients and Images,Life Sciences
W142126838,Government and the Third Sector: Emerging Relationships in Welfare States,Social Sciences
W2142340227,Psychological reactions to Israeli occupation: Findings from the national study of school-based screening in Palestine,Social Sciences
W1840291967,On shared prosperity in the Middle East and North Africa,Social Sciences
W4205546062,Curating place: Public art and city identity,Social Sciences
W230097901,"Islamic responses to HIV/AIDS :: A Comparative study of Malik Badri, Farid Esack and Indonesian Muslim responses",Social Sciences
W2252440347,Declarative Approach for Adaptivity and Personalization in Mobile Learning: An Algerian Perspective,Physical Sciences
W3135208219,Bashing Qatar and Saudi Arabia: Western Narrative and Perception of Islamism Issues,Social Sciences
W1941765840,Evaluation of the Sample Size and Power Analysis of the Research Articles Published in Turkey Centered SCI-E Indexed Journals of Orthopedics and Traumatology,Social Sciences
W596095861,Cases in Hospitality and Tourism Management,Social Sciences
W3020031962,The Muslim Brotherhood,Social Sciences
W2754965633,"Western Europe, North America, Australia and New Zealand: gender quotas in the context of citizenship models",Social Sciences
W4253263256,Short reviews,Social Sciences
W4212949795,Siwa Oasis,Social Sciences
W2207098626,<i>Hemitrichia clavata</i> . [Descriptions of Fungi and Bacteria].,Life Sciences
W2038672688,"A survey of some genetical characters in Ethiopian tribes. IV. The blood groups of the Falasha, Galla and Guraghe tribes",Social Sciences
W629288004,Human resource management in Europe : evidence of convergence ?,Social Sciences
W1910789703,К вопросу о влиянии войны в Ираке на проблемы национальной безопасности Великобритании,Social Sciences
W4226298599,Tweeted Attitudes towards Women Parliamentary Candidates in Kuwait,Social Sciences
W2048455926,"Application of ERT and SSR to detect the subsurface cave at 15th May City, Helwan, Egypt",Physical Sciences
W2744126233,Almanyada Müslüman_Türk olmak,Social Sciences
W4232873081,Proceedings of the 17th International ACM SIGACCESS Conference on Computers &amp; Accessibility - ASSETS '15,Social Sciences
W2079324499,Child Health Policy in the U.s.: The Paradox of Consensus,Health Sciences
W1923775228,Leadership for Equity and Social Justice in Arab And Jewish Schools in Israel: Leadership Trajectories and Pedagogical Praxis,Social Sciences
W2121054343,Who Watched that Masked Man? Hollywood's Serial Audiences in the 1930S,Social Sciences
W2099954435,Prevention of alcoholism in Israel among adult immigrants from the former Soviet Union and Ethiopia,Social Sciences
W2979830946,Learning Entrepreneurship through Virtual Multicultural Teamwork,Social Sciences
